602-584403586253135874 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-585414695558975488 Disastro Germanwings prima foto del pilota morto eroe comunque morto [u'disastro', u'germanwings', u'prima', u'foto', u'del', u'pilota', u'morto', u'eroe', u'comunque', u'morto'] 0.0
602-585158289735974912 Employee mental health not soft issue business but critical aspect that has direct impact success Lessons from Germanwings [u'employee', u'mental', u'health', u'not', u'soft', u'issue', u'business', u'but', u'critical', u'aspect', u'that', u'has', u'direct', u'impact', u'success', u'lessons', u'from', u'germanwings'] 0.0
602-584563672665747456 Not what they did all SNL making fun the deaths 150 ppl killed aboard the Germanwings flight Germ [u'not', u'what', u'they', u'did', u'all', u'snl', u'making', u'fun', u'the', u'deaths', u'150', u'ppl', u'killed', u'aboard', u'the', u'germanwings', u'flight', u'germ'] 0.0
602-584563155709382656 SNL making fun the deaths 150 ppl killed aboard the Germanwings flight GermanWingsCrash SaturdayNightLive Switzer [u'snl', u'making', u'fun', u'the', u'deaths', u'150', u'ppl', u'killed', u'aboard', u'the', u'germanwings', u'flight', u'germanwingscrash', u'saturdaynightlive', u'switzer'] 0.0
602-602812461520150530 Kreml verweigert Wellmann Experte Flugsicherheit die Einreise Germanwings 9525 tagesschau [u'kreml', u'verweigert', u'wellmann', u'experte', u'flugsicherheit', u'die', u'einreise', u'germanwings', u'9525', u'tagesschau'] 0.0
602-584341945834569728 Avi Germanwings aterriz emergencia Stuttgard hubo leisonados [u'avi', u'germanwings', u'aterriz', u'emergencia', u'stuttgard', u'hubo', u'leisonados'] 0.0
602-585816079693455362 YaViste Indemnizaciones seg nacionalidad Germanwings [u'yaviste', u'indemnizaciones', u'seg', u'nacionalidad', u'germanwings'] 0.0
602-587042505742389248 LoM sVisto Germanwings Copiloto suministrar diur ticos capit [u'lom', u'svisto', u'germanwings', u'copiloto', u'suministrar', u'diur', u'ticos', u'capit'] 0.0
602-597072622577389568 Destacada Investigadores confirman que copiloto del Germanwings ensay maniobra suicidio [u'destacada', u'investigadores', u'confirman', u'que', u'copiloto', u'del', u'germanwings', u'ensay', u'maniobra', u'suicidio'] 0.0
602-617050327569813504 LoM sLe Ofrecen mil euros ctimas del Germanwings [u'lom', u'sle', u'ofrecen', u'mil', u'euros', u'ctimas', u'del', u'germanwings'] 0.0
602-595811525484519424 Germanwings Flug 4U9525 Probte der Pilot den Absturz [u'germanwings', u'flug', u'4u9525', u'probte', u'der', u'pilot', u'den', u'absturz'] 0.0
602-595838393998831616 Lubitz hizo descender avi forma injustificada vuelo Barcelona Germanwings http [u'lubitz', u'hizo', u'descender', u'avi', u'forma', u'injustificada', u'vuelo', u'barcelona', u'germanwings', u'http'] 0.0
602-606960691636015104 Andreas Lubitz acudi decenas doctores antes estrellar avi Germanwings [u'andreas', u'lubitz', u'acudi', u'decenas', u'doctores', u'antes', u'estrellar', u'avi', u'germanwings'] 0.0
602-585753445275213825 revives debate freedom security Shengen light recent tragedies Germanwings http [u'revives', u'debate', u'freedom', u'security', u'shengen', u'light', u'recent', u'tragedies', u'germanwings', u'http'] 0.0
602-592775146496221184 ReTweet Click AmandaKnox GetHard AndreasLubitz Germanwings JeremyClarkson [u'retweet', u'click', u'amandaknox', u'gethard', u'andreaslubitz', u'germanwings', u'jeremyclarkson'] 0.0
602-588938573593841664 die 150 Toten des Germanwings Absturzes werden heute Mittag lner Dom 150 Kerzen aufgestellt Ich rde 149 aufstellen [u'die', u'150', u'toten', u'des', u'germanwings', u'absturzes', u'werden', u'heute', u'mittag', u'lner', u'dom', u'150', u'kerzen', u'aufgestellt', u'ich', u'rde', u'149', u'aufstellen'] 0.0
602-595933566678257664 More Investigators say Germanwings pilot practised fatal descent earlier flight day crash [u'more', u'investigators', u'say', u'germanwings', u'pilot', u'practised', u'fatal', u'descent', u'earlier', u'flight', u'day', u'crash'] 0.0
602-586210289080602624 Germanwings Absturz Frau gab sich als Angeh rige aus [u'germanwings', u'absturz', u'frau', u'gab', u'sich', u'als', u'angeh', u'rige', u'aus'] 0.0
602-581930274046550017 Die aktuellsten Informationen zum Absturz von 4U9525 GermanWings A320 finden Sie hier [u'die', u'aktuellsten', u'informationen', u'zum', u'absturz', u'von', u'4u9525', u'germanwings', u'a320', u'finden', u'sie', u'hier'] 0.0
602-593474232497078273 BND Aff als reines Schattenboxen CIA NSA herrschen Nachrichten Germanwings [u'bnd', u'aff', u'als', u'reines', u'schattenboxen', u'cia', u'nsa', u'herrschen', u'nachrichten', u'germanwings'] 0.0
602-581110174737256449 This not suicide But mass murder and manslaughter 149 passengers and crews Germanwings [u'this', u'not', u'suicide', u'but', u'mass', u'murder', u'and', u'manslaughter', u'149', u'passengers', u'and', u'crews', u'germanwings'] 0.0
602-595903580026068992 Lubitz assajar fins vegades maniobra del cidi vol Barcelona Germanwings [u'lubitz', u'assajar', u'fins', u'vegades', u'maniobra', u'del', u'cidi', u'vol', u'barcelona', u'germanwings'] 0.0
602-622355742633365504 NOW PLAYING Ozone Look Ozone Look Twice BOJ CLICK HERE Lyth Ashes2015 Germanwi [u'now', u'playing', u'ozone', u'look', u'ozone', u'look', u'twice', u'boj', u'click', u'here', u'lyth', u'ashes2015', u'germanwi'] 0.0
602-622486346821672960 NOW PLAYING King Mufasa Goons Deck Ice Prince amp Yung LCLICK HERE Lyth Germanwi [u'now', u'playing', u'king', u'mufasa', u'goons', u'deck', u'ice', u'prince', u'amp', u'yung', u'lclick', u'here', u'lyth', u'germanwi'] 0.0
602-606815412190367745 Did the Hippocratic Oath get the way Docs warning the authorities Germanwings [u'did', u'the', u'hippocratic', u'oath', u'get', u'the', u'way', u'docs', u'warning', u'the', u'authorities', u'germanwings'] 0.0
602-589062985542410240 Apr crash Germanwings Turkish Airlines veut que ses pilotes marient Turquie [u'apr', u'crash', u'germanwings', u'turkish', u'airlines', u'veut', u'que', u'ses', u'pilotes', u'marient', u'turquie'] 0.0
602-582577895262044160 Germanwings pilot was treated for suicidal tendencies [u'germanwings', u'pilot', u'was', u'treated', u'for', u'suicidal', u'tendencies'] 0.0
602-605325939686436864 Forwarded payment details accounting Got form letter wait four weeks Bad Germanwings Please improve booking website [u'forwarded', u'payment', u'details', u'accounting', u'got', u'form', u'letter', u'wait', u'four', u'weeks', u'bad', u'germanwings', u'please', u'improve', u'booking', u'website'] 0.0
602-589764055570624512 Germanwings crash prompts debate about remote controlled planes [u'germanwings', u'crash', u'prompts', u'debate', u'about', u'remote', u'controlled', u'planes'] 0.0
602-584396488693968896 Germanwings France halts search for bodies [u'germanwings', u'france', u'halts', u'search', u'for', u'bodies'] 0.0
602-588920971530240000 Multimedia Chronik der Germanwings Katastrophe Germanwings Chronik [u'multimedia', u'chronik', u'der', u'germanwings', u'katastrophe', u'germanwings', u'chronik'] 0.0
602-600921671223091201 Video via germanwings [u'video', u'via', u'germanwings'] 0.0
602-587720658940997633 Leer Empieza desmoronarse versi oficial acerca del piloto Germanwings [u'leer', u'empieza', u'desmoronarse', u'versi', u'oficial', u'acerca', u'del', u'piloto', u'germanwings'] 0.0
602-609593945404747776 Germanwings Germanwings Sorrow Revisits Town Students Killed Germanwings Crash Are http [u'germanwings', u'germanwings', u'sorrow', u'revisits', u'town', u'students', u'killed', u'germanwings', u'crash', u'are', u'http'] 0.0
602-609089212978241536 BBCWorld BBCOS BBCOS leading with Germanwings Also ISS amp ZhouYongkang Join BBCRosAtkins now BBCNews amp BBCWorld [u'bbcworld', u'bbcos', u'bbcos', u'leading', u'with', u'germanwings', u'also', u'iss', u'amp', u'zhouyongkang', u'join', u'bbcrosatkins', u'now', u'bbcnews', u'amp', u'bbcworld'] 0.0
602-622289836532232192 nowplaying Ayo Jay Your Number Fetty WapCLICK HERE Lyth Ashes2015 Germanwings [u'nowplaying', u'ayo', u'jay', u'your', u'number', u'fetty', u'wapclick', u'here', u'lyth', u'ashes2015', u'germanwings'] 0.0
602-622479784296189953 NOW PLAYING Wande Coal Ashimapeyin CLICK HERE Lyth Germanwings [u'now', u'playing', u'wande', u'coal', u'ashimapeyin', u'click', u'here', u'lyth', u'germanwings'] 0.0
602-584555025491304448 France halts search for bodies Germanwings crash site Germanwings [u'france', u'halts', u'search', u'for', u'bodies', u'germanwings', u'crash', u'site', u'germanwings'] 0.0
602-609815508469329920 Germanwings Germanwings Before Crash Germanwings Pilot Searched Web for Ways Die 972 British Colombia CAN Sur [u'germanwings', u'germanwings', u'before', u'crash', u'germanwings', u'pilot', u'searched', u'web', u'for', u'ways', u'die', u'972', u'british', u'colombia', u'can', u'sur'] 0.0
602-584338898093899776 Singapore TODAY Germanwings flight Venice was diverted Stuttga [u'singapore', u'today', u'germanwings', u'flight', u'venice', u'was', u'diverted', u'stuttga'] 0.0
602-585219401433100288 Germany can pay Greece future but payed Germay present when unified deuthland and with mark [u'germany', u'can', u'pay', u'greece', u'future', u'but', u'payed', u'germay', u'present', u'when', u'unified', u'deuthland', u'and', u'with', u'mark'] 0.0
602-595814473635598336 Aviation Pilots Germanwings Germanwings pilot practised his crash another flight report [u'aviation', u'pilots', u'germanwings', u'germanwings', u'pilot', u'practised', u'his', u'crash', u'another', u'flight', u'report'] 0.0
602-595253170932162560 claves comunicaci crisis GermanWings SocialMedia [u'claves', u'comunicaci', u'crisis', u'germanwings', u'socialmedia'] 0.0
602-595580889792434176 mio viaggio Germania profila sempre funesto Voler con Germanwings dovr vedermela con sciopero dei treni Bahn [u'mio', u'viaggio', u'germania', u'profila', u'sempre', u'funesto', u'voler', u'con', u'germanwings', u'dovr', u'vedermela', u'con', u'sciopero', u'dei', u'treni', u'bahn'] 0.0
602-609889555907481600 Germanwings Germanwings plane crash Dad Briton killed Alps disaster shocked over [u'germanwings', u'germanwings', u'plane', u'crash', u'dad', u'briton', u'killed', u'alps', u'disaster', u'shocked', u'over'] 0.0
602-637494913987424256 Lufthansa und Germanwings erleiden Bruchlandung vor Gericht Foto Schutt dpa [u'lufthansa', u'und', u'germanwings', u'erleiden', u'bruchlandung', u'vor', u'gericht', u'foto', u'schutt', u'dpa'] 0.0
602-581111350413398016 Yesterday French President said germanwings German Spanish and Turkish suddenly the Turkish are not mentioned WTF going [u'yesterday', u'french', u'president', u'said', u'germanwings', u'german', u'spanish', u'and', u'turkish', u'suddenly', u'the', u'turkish', u'are', u'not', u'mentioned', u'wtf', u'going'] 0.0
602-584512118755569664 Otan aurait abattu Airbus Germanwings selon les services russes [u'otan', u'aurait', u'abattu', u'airbus', u'germanwings', u'selon', u'les', u'services', u'russes'] 0.0
602-589098401700061184 FOTOS Alemania rinde homenaje catedral Colonia ctimas del vuelo Germanwings [u'fotos', u'alemania', u'rinde', u'homenaje', u'catedral', u'colonia', u'ctimas', u'del', u'vuelo', u'germanwings'] 0.0
602-585110318218489856 Corresponsal Ana Anabitarte DesdeEuropa hay conmoci por avionazo Germanwings [u'corresponsal', u'ana', u'anabitarte', u'desdeeuropa', u'hay', u'conmoci', u'por', u'avionazo', u'germanwings'] 0.0
602-586269990413856769 Ent rate Mujer hizo pasar como pariente ctima Germanwings investigada [u'ent', u'rate', u'mujer', u'hizo', u'pasar', u'como', u'pariente', u'ctima', u'germanwings', u'investigada'] 0.0
602-584345986115489792 treballadores socials que van atendre familiars ctimes Germanwings clau transmetre que estan sols [u'treballadores', u'socials', u'que', u'van', u'atendre', u'familiars', u'ctimes', u'germanwings', u'clau', u'transmetre', u'que', u'estan', u'sols'] 0.0
602-586076357156872194 Compartimos estamos contraelestigma Lubitz tir avi por depresi Germanwings [u'compartimos', u'estamos', u'contraelestigma', u'lubitz', u'tir', u'avi', u'por', u'depresi', u'germanwings'] 0.0
602-589133599477260289 Memorial service for Germanwings victims held Cologne [u'memorial', u'service', u'for', u'germanwings', u'victims', u'held', u'cologne'] 0.0
602-622237062264156160 NOW PLAYING PrinceBoom Give Them Reekado Banks amp TeknoCLICK HERE Lyth Ashes2015 [u'now', u'playing', u'princeboom', u'give', u'them', u'reekado', u'banks', u'amp', u'teknoclick', u'here', u'lyth', u'ashes2015'] 0.0
602-622359246647246848 NOW PLAYING Ozone Look Ozone Look Twice BOJ CLICK HERE Lyth Ashes2015 Germanwi [u'now', u'playing', u'ozone', u'look', u'ozone', u'look', u'twice', u'boj', u'click', u'here', u'lyth', u'ashes2015', u'germanwi'] 0.0
602-622346624291971072 nowplaying Ice Prince CLICK HERE Lyth Ashes2015 Germanwings [u'nowplaying', u'ice', u'prince', u'click', u'here', u'lyth', u'ashes2015', u'germanwings'] 0.0
602-622432597398921216 Wizkid Ojuelegba Remix Drake amp Skepta CLICK HERE Lyth Ashes2015 Germanwings [u'wizkid', u'ojuelegba', u'remix', u'drake', u'amp', u'skepta', u'click', u'here', u'lyth', u'ashes2015', u'germanwings'] 0.0
602-595907244413321216 REPORT Germanwings pilot practiced before crash [u'report', u'germanwings', u'pilot', u'practiced', u'before', u'crash'] 0.0
602-625589451578847232 Heute mal ein Dank Germanwings BERP NKTLICH [u'heute', u'mal', u'ein', u'dank', u'germanwings', u'berp', u'nktlich'] 0.0
602-630389329785917440 ukrainian Germanwings [u'ukrainian', u'germanwings'] 0.0
602-593259876438138880 Familiars alemanys les ctimes Germanwings van marxar enfadats pel protocol Sagrada Fam lia [u'familiars', u'alemanys', u'les', u'ctimes', u'germanwings', u'van', u'marxar', u'enfadats', u'pel', u'protocol', u'sagrada', u'fam', u'lia'] 0.0
602-584445106150711296 Francia termina squeda cad veres los Alpes Germanwings [u'francia', u'termina', u'squeda', u'cad', u'veres', u'los', u'alpes', u'germanwings'] 0.0
602-609116157052715008 obsesi por salud llevaron copiloto Germanwings consultar dicos cinco [u'obsesi', u'por', u'salud', u'llevaron', u'copiloto', u'germanwings', u'consultar', u'dicos', u'cinco'] 0.0
602-609088654435221504 Hearses carrying the coffins Germanwings victims are escorted Germany Editor Choice [u'hearses', u'carrying', u'the', u'coffins', u'germanwings', u'victims', u'are', u'escorted', u'germany', u'editor', u'choice'] 0.0
602-608697896054177793 Students killed Germanwings crash return hometown for burial [u'students', u'killed', u'germanwings', u'crash', u'return', u'hometown', u'for', u'burial'] 0.0
602-585321200756359168 Chaine Meteo surtout vol dans ume zone montagneuse Germanwings [u'chaine', u'meteo', u'surtout', u'vol', u'dans', u'ume', u'zone', u'montagneuse', u'germanwings'] 0.0
602-586194975181905920 GermanWings Lubitz giallo del diuretico nel caff Non sembra corretto GermanWings Lubitz [u'germanwings', u'lubitz', u'giallo', u'del', u'diuretico', u'nel', u'caff', u'non', u'sembra', u'corretto', u'germanwings', u'lubitz'] 0.0
602-591656028145606656 ltimo caja negra del avi Germanwings confirma que copiloto conscientemente derrib avi http [u'ltimo', u'caja', u'negra', u'del', u'avi', u'germanwings', u'confirma', u'que', u'copiloto', u'conscientemente', u'derrib', u'avi', u'http'] 0.0
602-584228416439918592 top break germanwings pilot Lubitz wird den Himmel kommen widerlegte Theologen und Psychiater Scham Tagesschau Reuters [u'top', u'break', u'germanwings', u'pilot', u'lubitz', u'wird', u'den', u'himmel', u'kommen', u'widerlegte', u'theologen', u'und', u'psychiater', u'scham', u'tagesschau', u'reuters'] 0.0
602-584228267802103808 top break germanwings pilot Lubitz wird den Himmel kommen widerlegte Theologen und Psychiater Scham n24 ntvde Linke [u'top', u'break', u'germanwings', u'pilot', u'lubitz', u'wird', u'den', u'himmel', u'kommen', u'widerlegte', u'theologen', u'und', u'psychiater', u'scham', u'n24', u'ntvde', u'linke'] 0.0
602-586243326669623296 Yemen travel CharlesIsA Germanwings http [u'yemen', u'travel', u'charlesisa', u'germanwings', u'http'] 0.0
602-590533651177336832 Minut silenci per accident Germanwings atac institut JoanFuster naufragi del Mediterrani pleddgi http [u'minut', u'silenci', u'per', u'accident', u'germanwings', u'atac', u'institut', u'joanfuster', u'naufragi', u'del', u'mediterrani', u'pleddgi', u'http'] 0.0
602-591998620620173312 boom predikant slachtoffers Germanwings zelf schuldig [u'boom', u'predikant', u'slachtoffers', u'germanwings', u'zelf', u'schuldig'] 0.0
602-582581520143159296 You not suicidally depressed you take 149 people with you You homicidal sociopath Let not demonise depres [u'you', u'not', u'suicidally', u'depressed', u'you', u'take', u'149', u'people', u'with', u'you', u'you', u'homicidal', u'sociopath', u'let', u'not', u'demonise', u'depres'] 0.0
602-592778127698481152 600 personas dieron cita bas lica Sagrada Familia Barcelona misa honor las ctimas Germanwings [u'600', u'personas', u'dieron', u'cita', u'bas', u'lica', u'sagrada', u'familia', u'barcelona', u'misa', u'honor', u'las', u'ctimas', u'germanwings'] 0.0
602-581110448998785024 German pilot deliberately crashed the germanwings plane Breaks heart [u'german', u'pilot', u'deliberately', u'crashed', u'the', u'germanwings', u'plane', u'breaks', u'heart'] 0.0
602-589041165451812864 Wir alle sind betroffen hilflos tend Das Geschehene sst uns nicht los Germanwings 4U9525 http [u'wir', u'alle', u'sind', u'betroffen', u'hilflos', u'tend', u'das', u'geschehene', u'sst', u'uns', u'nicht', u'los', u'germanwings', u'4u9525', u'http'] 0.0
602-581109856976777216 LTIMA HORA copiloto accion boton descenso del avi neg abrir puerta cabina Germanwings htt [u'ltima', u'hora', u'copiloto', u'accion', u'boton', u'descenso', u'del', u'avi', u'neg', u'abrir', u'puerta', u'cabina', u'germanwings', u'htt'] 0.0
602-594474826477232129 Germanwings Glasgow pavement [u'germanwings', u'glasgow', u'pavement'] 0.0
602-593749400133865473 Bereits 2010 wussten Beh rden von den Depressionen des Germanwings Piloten [u'bereits', u'2010', u'wussten', u'beh', u'rden', u'von', u'den', u'depressionen', u'des', u'germanwings', u'piloten'] 0.0
602-624561684749795329 Chef Spohr reist nicht zur Trauerfeier die Angeh rigen der Opfer der Germanwings Trag die 4U9525 [u'chef', u'spohr', u'reist', u'nicht', u'zur', u'trauerfeier', u'die', u'angeh', u'rigen', u'der', u'opfer', u'der', u'germanwings', u'trag', u'die', u'4u9525'] 0.0
602-613723617742987264 Der Artikel zur SPIEGELTV Reportage zum Germanwings Ungl Ein Stipendium zum Gedenken via [u'der', u'artikel', u'zur', u'spiegeltv', u'reportage', u'zum', u'germanwings', u'ungl', u'ein', u'stipendium', u'zum', u'gedenken', u'via'] 0.0
602-596029705175867394  [u''] 0.0
602-608037083362525185 Germanwings Investigation Impact Pilot Mental Health Monitoring [u'germanwings', u'investigation', u'impact', u'pilot', u'mental', u'health', u'monitoring'] 0.0
602-587609992737333249 Espa Francia Alemania homenajean las ctimas del accidente Germanwings [u'espa', u'francia', u'alemania', u'homenajean', u'las', u'ctimas', u'del', u'accidente', u'germanwings'] 0.0
602-590501002115035136 Germanwings Bergung abgeschlossen Kein weiterer Verdacht mehr [u'germanwings', u'bergung', u'abgeschlossen', u'kein', u'weiterer', u'verdacht', u'mehr'] 0.0
602-586710778046242817 necesitaba DEP Germanwings [u'necesitaba', u'dep', u'germanwings'] 0.0
602-614390499693174784 SaintQuentinFallavier only few from the germanwings crash site inthenews [u'saintquentinfallavier', u'only', u'few', u'from', u'the', u'germanwings', u'crash', u'site', u'inthenews'] 0.0
602-586549783180873728 1500 Yemen Germanwings travel ttot http [u'1500', u'yemen', u'germanwings', u'travel', u'ttot', u'http'] 0.0
602-585915264446832640 Flowers Socotra yemen travel tourism Germanwings ttot [u'flowers', u'socotra', u'yemen', u'travel', u'tourism', u'germanwings', u'ttot'] 0.0
602-585532786607529984 How the media reporting Germanwings reinforces the stigma surrounding mental illnesses [u'how', u'the', u'media', u'reporting', u'germanwings', u'reinforces', u'the', u'stigma', u'surrounding', u'mental', u'illnesses'] 0.0
602-603794667189186561 Sexiness taken another level Damn GermanWings A320 Airplane Aviation [u'sexiness', u'taken', u'another', u'level', u'damn', u'germanwings', u'a320', u'airplane', u'aviation'] 0.0
602-588851249891553280 Alemania recuerda las ctimas del Germanwings con funeral Estado [u'alemania', u'recuerda', u'las', u'ctimas', u'del', u'germanwings', u'con', u'funeral', u'estado'] 0.0
602-622223998819155968 NOW PLAYING King Mufasa Goons Deck Ice Prince amp Yung LCLICK HERE Lyth Ashes2015 [u'now', u'playing', u'king', u'mufasa', u'goons', u'deck', u'ice', u'prince', u'amp', u'yung', u'lclick', u'here', u'lyth', u'ashes2015'] 0.0
602-622272601252098048 nowplaying Ozone Look Ozone Look Twice BOJ CLICK HERE Lyth Ashes2015 Germanwings [u'nowplaying', u'ozone', u'look', u'ozone', u'look', u'twice', u'boj', u'click', u'here', u'lyth', u'ashes2015', u'germanwings'] 0.0
602-622425861615190016 Wizkid Ojuelegba Remix Drake amp Skepta CLICK HERE Lyth Ashes2015 Germanwings [u'wizkid', u'ojuelegba', u'remix', u'drake', u'amp', u'skepta', u'click', u'here', u'lyth', u'ashes2015', u'germanwings'] 0.0
602-622485965194592256 NOW PLAYING Wande Coal Ashimapeyin CLICK HERE Lyth Germanwings [u'now', u'playing', u'wande', u'coal', u'ashimapeyin', u'click', u'here', u'lyth', u'germanwings'] 0.0
602-600717394613575680 France GermanWings Victims 150 All Identified More lines LINE Statesopium [u'france', u'germanwings', u'victims', u'150', u'all', u'identified', u'more', u'lines', u'line', u'statesopium'] 0.0
602-588314307449880576 Germany air controllers urge remote control planes after Germanwings crash [u'germany', u'air', u'controllers', u'urge', u'remote', u'control', u'planes', u'after', u'germanwings', u'crash'] 0.0
602-609186380221014016 French prosecutors expand Germanwings [u'french', u'prosecutors', u'expand', u'germanwings'] 0.0
602-581838749119565824 girlfriend Germanwings pilot says told her would something make everyone remember him [u'girlfriend', u'germanwings', u'pilot', u'says', u'told', u'her', u'would', u'something', u'make', u'everyone', u'remember', u'him'] 0.0
602-593042097000747008 gustado deo azahar Accidente GermanWings myhyv catalanofobia [u'gustado', u'deo', u'azahar', u'accidente', u'germanwings', u'myhyv', u'catalanofobia'] 0.0
602-596008544740081664 Copiloto que estrell avi Germanwings hab ensayado confirman autoridades [u'copiloto', u'que', u'estrell', u'avi', u'germanwings', u'hab', u'ensayado', u'confirman', u'autoridades'] 0.0
602-587329670904950784 Ansa Allarme bomba aereo Germanwings per Milano Malpensa Evacuato dopo stop fase decollo http [u'ansa', u'allarme', u'bomba', u'aereo', u'germanwings', u'per', u'milano', u'malpensa', u'evacuato', u'dopo', u'stop', u'fase', u'decollo', u'http'] 0.0
602-631719507573272576 Was ist war germanwings Absturz ein oder [u'was', u'ist', u'war', u'germanwings', u'absturz', u'ein', u'oder'] 0.0
602-596015642135912450 Germanwings pilot rehearsed fatal maneuver investigators say [u'germanwings', u'pilot', u'rehearsed', u'fatal', u'maneuver', u'investigators', u'say'] 0.0
602-606457645701197824 Wegen einer Panne ssen die Familien der Opfer der Germanwings Katastrophe noch nger auf die berf hrung warten http [u'wegen', u'einer', u'panne', u'ssen', u'die', u'familien', u'der', u'opfer', u'der', u'germanwings', u'katastrophe', u'noch', u'nger', u'auf', u'die', u'berf', u'hrung', u'warten', u'http'] 0.0
602-587361484260450304 Investigators asking actions Germanwings pilot inspired MH370 pilot suicide Wha [u'investigators', u'asking', u'actions', u'germanwings', u'pilot', u'inspired', u'mh370', u'pilot', u'suicide', u'wha'] 0.0
602-590908893590499328 Germanwings confirma teoria AndreasLubitz [u'germanwings', u'confirma', u'teoria', u'andreaslubitz'] 0.0
602-595939803075649536 Reuters Investigators say Germanwings pilot rehearsed crash outbound flight [u'reuters', u'investigators', u'say', u'germanwings', u'pilot', u'rehearsed', u'crash', u'outbound', u'flight'] 0.0
602-608519482567344128 Nach langem Warten sollen heute die rge den Angeh rigen bergeben werden [u'nach', u'langem', u'warten', u'sollen', u'heute', u'die', u'rge', u'den', u'angeh', u'rigen', u'bergeben', u'werden'] 0.0
602-596101919585734656 Andreas Lubitz now roasting marshmallows Hell with the Devil Pilot had tried Alps crash descent Germanwings [u'andreas', u'lubitz', u'now', u'roasting', u'marshmallows', u'hell', u'with', u'the', u'devil', u'pilot', u'had', u'tried', u'alps', u'crash', u'descent', u'germanwings'] 0.0
602-624630769139511296 Beauvau jour lieu Vernet une monie hommage aux victimes crash vol 4U9525 compagnie Germanwings [u'beauvau', u'jour', u'lieu', u'vernet', u'une', u'monie', u'hommage', u'aux', u'victimes', u'crash', u'vol', u'4u9525', u'compagnie', u'germanwings'] 0.0
602-609182492759752704 French prosecutors expand Germanwings [u'french', u'prosecutors', u'expand', u'germanwings'] 0.0
602-596021902306582529 Germanwings Pilot Rehearsed Crash Plan WorldNews [u'germanwings', u'pilot', u'rehearsed', u'crash', u'plan', u'worldnews'] 0.0
602-584439566947504128 Pfarrer Metzler Wie kann man Ostern feiern trotz Germanwings Syrien KenyaAttack Wir nnen nicht verdr ngen [u'pfarrer', u'metzler', u'wie', u'kann', u'man', u'ostern', u'feiern', u'trotz', u'germanwings', u'syrien', u'kenyaattack', u'wir', u'nnen', u'nicht', u'verdr', u'ngen'] 0.0
602-582578708961189889 You not suicidally depressed you take 149 people with you You homicidal sociopath Let not demonise depres [u'you', u'not', u'suicidally', u'depressed', u'you', u'take', u'149', u'people', u'with', u'you', u'you', u'homicidal', u'sociopath', u'let', u'not', u'demonise', u'depres'] 0.0
602-586049745782775809 Lubitz aurait administr diur tique pilote son insu Germanwings crashA320 [u'lubitz', u'aurait', u'administr', u'diur', u'tique', u'pilote', u'son', u'insu', u'germanwings', u'crasha320'] 0.0
602-609043485262491648 Germanwings German doctors risk prison they disclose information about their patients [u'germanwings', u'german', u'doctors', u'risk', u'prison', u'they', u'disclose', u'information', u'about', u'their', u'patients'] 0.0
602-587342277950906368 stunde rhunde finden bislang keine Bombe Germanwings Flieger Airline best tigt lnBonn [u'stunde', u'rhunde', u'finden', u'bislang', u'keine', u'bombe', u'germanwings', u'flieger', u'airline', u'best', u'tigt', u'lnbonn'] 0.0
602-585373194149896193 Meanwhile Germanwings [u'meanwhile', u'germanwings'] 0.0
602-622227087869538305 NOW PLAYING Olamide Lagos BoysCLICK HERE Lyth Ashes2015 Germanwings [u'now', u'playing', u'olamide', u'lagos', u'boysclick', u'here', u'lyth', u'ashes2015', u'germanwings'] 0.0
602-622271298140565504 nowplaying banj Knocking Door Won CLICK HERE Lyth Ashes2015 Germanw [u'nowplaying', u'banj', u'knocking', u'door', u'won', u'click', u'here', u'lyth', u'ashes2015', u'germanw'] 0.0
602-622355774178729984 NOW PLAYING Ozone Look Ozone Look Twice BOJ CLICK HERE Lyth Ashes2015 Germanwi [u'now', u'playing', u'ozone', u'look', u'ozone', u'look', u'twice', u'boj', u'click', u'here', u'lyth', u'ashes2015', u'germanwi'] 0.0
602-584310467344084992 Auf dem Weg von nach Venedig Germanwings Maschine Stuttgart notgelandet [u'auf', u'dem', u'weg', u'von', u'nach', u'venedig', u'germanwings', u'maschine', u'stuttgart', u'notgelandet'] 0.0
602-600673115975372800 Nach dem Absturz der Germanwings Maschine gilt nun die Identifizierung der deutschen Opfer als [u'nach', u'dem', u'absturz', u'der', u'germanwings', u'maschine', u'gilt', u'nun', u'die', u'identifizierung', u'der', u'deutschen', u'opfer', u'als'] 0.0
602-595938554066251776 REPORT Germanwings 4U9525 pilot practiced rapid descent previous flight [u'report', u'germanwings', u'4u9525', u'pilot', u'practiced', u'rapid', u'descent', u'previous', u'flight'] 0.0
602-595863154917318657 Germanwings pilot tried out descent previous flight [u'germanwings', u'pilot', u'tried', u'out', u'descent', u'previous', u'flight'] 0.0
602-587445720149549056 Fast sieben Stunden banges Warten Bombenalarm Germanwings Boden via [u'fast', u'sieben', u'stunden', u'banges', u'warten', u'bombenalarm', u'germanwings', u'boden', u'via'] 0.0
